year,std_name,user_id,user_centroid_lat,user_centroid_lon,user_area,user_cropland,vol_deliv_cy,vol_deliv_cy_ag,vol_deliv_cy_mi,vol_deliv_wy,vol_deliv_wy_ag,vol_deliv_wy_mi,vol_maximum,vol_maximum_ag,vol_maximum_mi,pct_allocation,pct_allocation_ag,pct_allocation_mi,swp_deliveries,swp_deliveries_ag,swp_deliveries_mi,swp_maxvol,swp_maxvol_ag,swp_maxvol_mi,swp_basemax,swp_basemax_ag,swp_basemax_mi,swp_pctallo_ag,swp_pctallo_mi,cvp_deliveries_cy,cvp_deliveries_cy_ag,cvp_deliveries_cy_mi,cvp_deliveries_wy,cvp_deliveries_wy_ag,cvp_deliveries_wy_mi,cvp_maxvol,cvp_maxvol_ag,cvp_maxvol_mi,cvp_pctallo,cvp_pctallo_ag,cvp_pctallo_mi,loco_maxvol,loco_maxvol_ag,loco_maxvol_mi,loco_deliveries,loco_deliveries_ag,loco_deliveries_mi,rights_avgdivert,rights_avgdivert_ag,rights_avgdivert_mi,rights_pod_latitude,rights_pod_longitude,rights_min_year,rights_max_year,rights_mean_year,rights_med_year,rights_diversion_ag,rights_diversion_mi
2014,SHAFTER-WASCO I.D.,5705,35.5369142918,-119.322688117,157.986123793,133.993224312551,6026,6026,0,847,847,0,89600,89600,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,6026,6026,0,847,847,0,89600,89600,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
2015,SHAFTER-WASCO I.D.,5705,35.5369142918,-119.322688117,157.986123793,133.993224312551,0,0,0,0,0,0,89600,89600,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89600,89600,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
2016,SHAFTER-WASCO I.D.,5705,35.5369142918,-119.322688117,157.986123793,133.993224312551,41934,41934,0,53142,53142,0,89600,89600,0,.47686777,.47686777,,0,0,0,0,0,0,0,0,0,0,0,41934,41934,0,53142,53142,0,89600,89600,0,.47686777,.47686777,0,0,0,0,0,0,0,0,0,0,,,,,,,,
2017,SHAFTER-WASCO I.D.,5705,35.5369142918,-119.322688117,157.986123793,133.993224312551,89306,89306,0,83175,83175,0,89600,89600,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,89306,89306,0,83175,83175,0,89600,89600,0,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,
2018,SHAFTER-WASCO I.D.,5705,35.5369142918,-119.322688117,157.986123793,133.993224312551,67527,67527,0,71908,71908,0,89600,89600,0,.53206778,.53206778,,0,0,0,0,0,0,0,0,0,0,0,67527,67527,0,71908,71908,0,89600,89600,0,.53206778,.53206778,0,0,0,0,0,0,0,0,0,0,,,,,,,,
2019,SHAFTER-WASCO I.D.,5705,35.5369142918,-119.322688117,157.986123793,133.993224312551,93535,93535,0,94665,94665,0,89600,89600,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,93535,93535,0,94665,94665,0,89600,89600,0,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,
2020,SHAFTER-WASCO I.D.,5705,35.5369142918,-119.322688117,157.986123793,133.993224312551,40819,40819,0,31229,31229,0,89600,89600,0,.3627232,.3627232,,0,0,0,0,0,0,0,0,0,0,0,40819,40819,0,31229,31229,0,89600,89600,0,.3627232,.3627232,0,0,0,0,0,0,0,0,0,0,,,,,,,,
2021,SHAFTER-WASCO I.D.,5705,35.5369142918,-119.322688117,157.986123793,133.993224312551,14128,14128,0,21781,21781,0,89600,89600,0,.22321428,.22321428,,0,0,0,0,0,0,0,0,0,0,0,14128,14128,0,21781,21781,0,89600,89600,0,.22321428,.22321428,0,0,0,0,0,0,0,0,0,0,,,,,,,,
2022,SHAFTER-WASCO I.D.,5705,35.5369142918,-119.322688117,157.986123793,133.993224312551,25398,25398,0,29814,29814,0,89600,89600,0,.16741072,.16741072,,0,0,0,0,0,0,0,0,0,0,0,25398,25398,0,29814,29814,0,89600,89600,0,.16741072,.16741072,0,0,0,0,0,0,0,0,0,0,,,,,,,,
2023,SHAFTER-WASCO I.D.,5705,35.5369142918,-119.322688117,157.986123793,133.993224312551,114637,114637,0,107601,107601,0,89600,89600,0,.86741072,.86741072,,0,0,0,0,0,0,0,0,0,0,0,114637,114637,0,107601,107601,0,89600,89600,0,.86741072,.86741072,0,0,0,0,0,0,0,0,0,0,,,,,,,,
2024,SHAFTER-WASCO I.D.,5705,35.5369142918,-119.322688117,157.986123793,133.993224312551,88150,88150,0,83161,83161,0,89600,89600,0,.50223213,.50223213,,0,0,0,0,0,0,0,0,0,0,0,88150,88150,0,83161,83161,0,89600,89600,0,.50223213,.50223213,0,0,0,0,0,0,0,0,0,0,,,,,,,,
2025,SHAFTER-WASCO I.D.,5705,35.5369142918,-119.322688117,157.986123793,133.993224312551,,,,,,,,,,,,,,,,,,,,,,,,50940,50940,0,49898,49898,0,89600,89600,0,.55803573,.55803573,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1981,SHASTA COUNTY W.A.,5715,40.5038765548,-122.212775392,1562.52962168,1.877869322035755,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,320.39999,0,320.39999,40.755447,-122.24657,1951,2001,1982.1743,1982,,
1982,SHASTA COUNTY W.A.,5715,40.5038765548,-122.212775392,1562.52962168,1.877869322035755,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,320.39999,0,320.39999,40.755447,-122.24657,1951,2001,1982.1743,1982,,
1983,SHASTA COUNTY W.A.,5715,40.5038765548,-122.212775392,1562.52962168,1.877869322035755,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,320.39999,0,320.39999,40.755447,-122.24657,1951,2001,1982.1743,1982,,
1984,SHASTA COUNTY W.A.,5715,40.5038765548,-122.212775392,1562.52962168,1.877869322035755,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,320.39999,0,320.39999,40.755447,-122.24657,1951,2001,1982.1743,1982,,
1985,SHASTA COUNTY W.A.,5715,40.5038765548,-122.212775392,1562.52962168,1.877869322035755,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,320.39999,0,320.39999,40.755447,-122.24657,1951,2001,1982.1743,1982,,
1986,SHASTA COUNTY W.A.,5715,40.5038765548,-122.212775392,1562.52962168,1.877869322035755,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,320.39999,0,320.39999,40.755447,-122.24657,1951,2001,1982.1743,1982,,
1987,SHASTA COUNTY W.A.,5715,40.5038765548,-122.212775392,1562.52962168,1.877869322035755,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,320.39999,0,320.39999,40.755447,-122.24657,1951,2001,1982.1743,1982,,
1988,SHASTA COUNTY W.A.,5715,40.5038765548,-122.212775392,1562.52962168,1.877869322035755,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,320.39999,0,320.39999,40.755447,-122.24657,1951,2001,1982.1743,1982,,
1989,SHASTA COUNTY W.A.,5715,40.5038765548,-122.212775392,1562.52962168,1.877869322035755,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,320.39999,0,320.39999,40.755447,-122.24657,1951,2001,1982.1743,1982,,
1990,SHASTA COUNTY W.A.,5715,40.5038765548,-122.212775392,1562.52962168,1.877869322035755,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,320.39999,0,320.39999,40.755447,-122.24657,1951,2001,1982.1743,1982,,
1991,SHASTA COUNTY W.A.,5715,40.5038765548,-122.212775392,1562.52962168,1.877869322035755,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,320.39999,0,320.39999,40.755447,-122.24657,1951,2001,1982.1743,1982,,
1992,SHASTA COUNTY W.A.,5715,40.5038765548,-122.212775392,1562.52962168,1.877869322035755,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,320.39999,0,320.39999,40.755447,-122.24657,1951,2001,1982.1743,1982,,
1993,SHASTA COUNTY W.A.,5715,40.5038765548,-122.212775392,1562.52962168,1.877869322035755,320.39999,0,320.39999,320.39999,0,320.39999,2342.3999,962,1380.4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,962,1060,1,1,1,0,0,0,0,0,0,320.39999,0,320.39999,40.755447,-122.24657,1951,2001,1982.1743,1982,,
1994,SHASTA COUNTY W.A.,5715,40.5038765548,-122.212775392,1562.52962168,1.877869322035755,320.39999,0,320.39999,320.39999,0,320.39999,2342.3999,962,1380.4,.61991984,.35000002,.80802667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,962,1060,.55969334,.35000002,.75,0,0,0,0,0,0,320.39999,0,320.39999,40.755447,-122.24657,1951,2001,1982.1743,1982,,
1995,SHASTA COUNTY W.A.,5715,40.5038765548,-122.212775392,1562.52962168,1.877869322035755,320.39999,0,320.39999,320.39999,0,320.39999,2342.3999,962,1380.4,.97737366,1,.96160531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,962,1060,.97378832,1,.94999999,0,0,0,0,0,0,320.39999,0,320.39999,40.755447,-122.24657,1951,2001,1982.1743,1982,,
1996,SHASTA COUNTY W.A.,5715,40.5038765548,-122.212775392,1562.52962168,1.877869322035755,320.39999,0,320.39999,320.39999,0,320.39999,2342.3999,962,1380.4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,962,1060,1,1,1,0,0,0,0,0,0,320.39999,0,320.39999,40.755447,-122.24657,1951,2001,1982.1743,1982,,
1997,SHASTA COUNTY W.A.,5715,40.5038765548,-122.212775392,1562.52962168,1.877869322035755,320.39999,0,320.39999,320.39999,0,320.39999,2342.3999,962,1380.4,.93630469,.89999998,.96160531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,962,1060,.92621171,.89999998,.94999999,0,0,0,0,0,0,320.39999,0,320.39999,40.755447,-122.24657,1951,2001,1982.1743,1982,,
1998,SHASTA COUNTY W.A.,5715,40.5038765548,-122.212775392,1562.52962168,1.877869322035755,320.39999,0,320.39999,320.39999,0,320.39999,2342.3999,962,1380.4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,962,1060,1,1,1,0,0,0,0,0,0,320.39999,0,320.39999,40.755447,-122.24657,1951,2001,1982.1743,1982,,
1999,SHASTA COUNTY W.A.,5715,40.5038765548,-122.212775392,1562.52962168,1.877869322035755,320.39999,0,320.39999,320.39999,0,320.39999,2342.3999,962,1380.4,.97737366,1,.96160531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,962,1060,.97378832,1,.94999999,0,0,0,0,0,0,320.39999,0,320.39999,40.755447,-122.24657,1951,2001,1982.1743,1982,,
2000,SHASTA COUNTY W.A.,5715,40.5038765548,-122.212775392,1562.52962168,1.877869322035755,320.39999,0,320.39999,320.39999,0,320.39999,2342.3999,962,1380.4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,962,1060,1,1,1,0,0,0,0,0,0,320.39999,0,320.39999,40.755447,-122.24657,1951,2001,1982.1743,1982,,
2001,SHASTA COUNTY W.A.,5715,40.5038765548,-122.212775392,1562.52962168,1.877869322035755,320.39999,0,320.39999,320.39999,0,320.39999,2342.3999,962,1380.4,.76784503,.60000002,.88481599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,962,1060,.73105836,.60000002,.85000002,0,0,0,0,0,0,320.39999,0,320.39999,40.755447,-122.24657,1951,2001,1982.1743,1982,,
2002,SHASTA COUNTY W.A.,5715,40.5038765548,-122.212775392,1562.52962168,1.877869322035755,320.39999,0,320.39999,320.39999,0,320.39999,2342.3999,962,1380.4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,962,1060,1,1,1,0,0,0,0,0,0,320.39999,0,320.39999,40.755447,-122.24657,1951,2001,1982.1743,1982,,
2003,SHASTA COUNTY W.A.,5715,40.5038765548,-122.212775392,1562.52962168,1.877869322035755,320.39999,0,320.39999,320.39999,0,320.39999,2342.3999,962,1380.4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,962,1060,1,1,1,0,0,0,0,0,0,320.39999,0,320.39999,40.755447,-122.24657,1951,2001,1982.1743,1982,,
2004,SHASTA COUNTY W.A.,5715,40.5038765548,-122.212775392,1562.52962168,1.877869322035755,320.39999,0,320.39999,320.39999,0,320.39999,2342.3999,962,1380.4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,962,1060,1,1,1,0,0,0,0,0,0,320.39999,0,320.39999,40.755447,-122.24657,1951,2001,1982.1743,1982,,
2005,SHASTA COUNTY W.A.,5715,40.5038765548,-122.212775392,1562.52962168,1.877869322035755,320.39999,0,320.39999,320.39999,0,320.39999,2342.3999,962,1380.4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,962,1060,1,1,1,0,0,0,0,0,0,320.39999,0,320.39999,40.755447,-122.24657,1951,2001,1982.1743,1982,,
2006,SHASTA COUNTY W.A.,5715,40.5038765548,-122.212775392,1562.52962168,1.877869322035755,320.39999,0,320.39999,320.39999,0,320.39999,2342.3999,962,1380.4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,962,1060,1,1,1,0,0,0,0,0,0,320.39999,0,320.39999,40.755447,-122.24657,1951,2001,1982.1743,1982,,
2007,SHASTA COUNTY W.A.,5715,40.5038765548,-122.212775392,1562.52962168,1.877869322035755,320.39999,0,320.39999,320.39999,0,320.39999,2342.3999,962,1380.4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,962,1060,1,1,1,0,0,0,0,0,0,320.39999,0,320.39999,40.755447,-122.24657,1951,2001,1982.1743,1982,,
2008,SHASTA COUNTY W.A.,5715,40.5038765548,-122.212775392,1562.52962168,1.877869322035755,320.39999,0,320.39999,320.39999,0,320.39999,2342.3999,962,1380.4,.64045423,.39999998,.80802667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,962,1060,.58348173,.39999998,.75,0,0,0,0,0,0,320.39999,0,320.39999,40.755447,-122.24657,1951,2001,1982.1743,1982,,
2009,SHASTA COUNTY W.A.,5715,40.5038765548,-122.212775392,1562.52962168,1.877869322035755,320.39999,0,320.39999,320.39999,0,320.39999,2342.3999,962,1380.4,.64045423,.39999998,.80802667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,962,1060,.58348173,.39999998,.75,0,0,0,0,0,0,320.39999,0,320.39999,40.755447,-122.24657,1951,2001,1982.1743,1982,,
2010,SHASTA COUNTY W.A.,5715,40.5038765548,-122.212775392,1562.52962168,1.877869322035755,320.39999,0,320.39999,320.39999,0,320.39999,2342.3999,962,1380.4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,962,1060,1,1,1,0,0,0,0,0,0,320.39999,0,320.39999,40.755447,-122.24657,1951,2001,1982.1743,1982,,
2011,SHASTA COUNTY W.A.,5715,40.5038765548,-122.212775392,1562.52962168,1.877869322035755,320.39999,0,320.39999,320.39999,0,320.39999,2342.3999,962,1380.4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,962,1060,1,1,1,0,0,0,0,0,0,320.39999,0,320.39999,40.755447,-122.24657,1951,2001,1982.1743,1982,,
2012,SHASTA COUNTY W.A.,5715,40.5038765548,-122.212775392,1562.52962168,1.877869322035755,320.39999,0,320.39999,320.39999,0,320.39999,2342.3999,962,1380.4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,962,1060,1,1,1,0,0,0,0,0,0,320.39999,0,320.39999,40.755447,-122.24657,1951,2001,1982.1743,1982,,
2013,SHASTA COUNTY W.A.,5715,40.5038765548,-122.212775392,1562.52962168,1.877869322035755,320.39999,0,320.39999,320.39999,0,320.39999,2342.3999,962,1380.4,.89732754,.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,962,1060,.88105834,.75,1,0,0,0,0,0,0,320.39999,0,320.39999,40.755447,-122.24657,1951,2001,1982.1743,1982,,
2014,SHASTA COUNTY W.A.,5715,40.5038765548,-122.212775392,1562.52962168,1.877869322035755,320.39999,0,320.39999,320.39999,0,320.39999,2342.3999,962,1380.4,.36304647,0,.61605334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,962,1060,.26211673,0,.5,0,0,0,0,0,0,320.39999,0,320.39999,40.755447,-122.24657,1951,2001,1982.1743,1982,,
2015,SHASTA COUNTY W.A.,5715,40.5038765548,-122.212775392,1562.52962168,1.877869322035755,320.39999,0,320.39999,320.39999,0,320.39999,2342.3999,962,1380.4,.24991463,0,.42407998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,962,1060,.13105837,0,.25,0,0,0,0,0,0,320.39999,0,320.39999,40.755447,-122.24657,1951,2001,1982.1743,1982,,
2016,SHASTA COUNTY W.A.,5715,40.5038765548,-122.212775392,1562.52962168,1.877869322035755,320.39999,0,320.39999,320.39999,0,320.39999,2342.3999,962,1380.4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,962,1060,1,1,1,0,0,0,0,0,0,320.39999,0,320.39999,40.755447,-122.24657,1951,2001,1982.1743,1982,,
2017,SHASTA COUNTY W.A.,5715,40.5038765548,-122.212775392,1562.52962168,1.877869322035755,320.39999,0,320.39999,320.39999,0,320.39999,2342.3999,962,1380.4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,962,1060,1,1,1,0,0,0,0,0,0,320.39999,0,320.39999,40.755447,-122.24657,1951,2001,1982.1743,1982,,
2018,SHASTA COUNTY W.A.,5715,40.5038765548,-122.212775392,1562.52962168,1.877869322035755,320.39999,0,320.39999,320.39999,0,320.39999,2342.3999,962,1380.4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,962,1060,1,1,1,0,0,0,0,0,0,320.39999,0,320.39999,40.755447,-122.24657,1951,2001,1982.1743,1982,,
2019,SHASTA COUNTY W.A.,5715,40.5038765548,-122.212775392,1562.52962168,1.877869322035755,320.39999,0,320.39999,320.39999,0,320.39999,2342.3999,962,1380.4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,962,1060,1,1,1,0,0,0,0,0,0,320.39999,0,320.39999,40.755447,-122.24657,1951,2001,1982.1743,1982,,
2020,SHASTA COUNTY W.A.,5715,40.5038765548,-122.212775392,1562.52962168,1.877869322035755,320.39999,0,320.39999,320.39999,0,320.39999,2342.3999,962,1380.4,.68152326,.5,.80802667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,962,1060,.63105834,.5,.75,0,0,0,0,0,0,320.39999,0,320.39999,40.755447,-122.24657,1951,2001,1982.1743,1982,,
2021,SHASTA COUNTY W.A.,5715,40.5038765548,-122.212775392,1562.52962168,1.877869322035755,320.39999,0,320.39999,320.39999,0,320.39999,2342.3999,962,1380.4,.24991463,0,.42407998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,962,1060,.13105837,0,.25,0,0,0,0,0,0,320.39999,0,320.39999,40.755447,-122.24657,1951,2001,1982.1743,1982,,
2022,SHASTA COUNTY W.A.,5715,40.5038765548,-122.212775392,1562.52962168,1.877869322035755,320.39999,0,320.39999,320.39999,0,320.39999,2342.3999,962,1380.4,.15940915,0,.27050129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,962,1060,.026211672,0,.050000001,0,0,0,0,0,0,320.39999,0,320.39999,40.755447,-122.24657,1951,2001,1982.1743,1982,,
2023,SHASTA COUNTY W.A.,5715,40.5038765548,-122.212775392,1562.52962168,1.877869322035755,320.39999,0,320.39999,320.39999,0,320.39999,2342.3999,962,1380.4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,962,1060,1,1,1,0,0,0,0,0,0,320.39999,0,320.39999,40.755447,-122.24657,1951,2001,1982.1743,1982,,
2024,SHASTA COUNTY W.A.,5715,40.5038765548,-122.212775392,1562.52962168,1.877869322035755,320.39999,0,320.39999,320.39999,0,320.39999,2342.3999,962,1380.4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,962,1060,1,1,1,0,0,0,0,0,0,320.39999,0,320.39999,40.755447,-122.24657,1951,2001,1982.1743,1982,,
2025,SHASTA COUNTY W.A.,5715,40.5038765548,-122.212775392,1562.52962168,1.877869322035755,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,2022,962,1060,1,1,1,0,0,0,0,0,0,320.39999,0,320.39999,40.755447,-122.24657,1951,2001,1982.1743,1982,,
1981,"SHASTA LAKE, CITY OF",5717,40.7026073583,-122.411591686,.00977089673551,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,
1982,"SHASTA LAKE, CITY OF",5717,40.7026073583,-122.411591686,.00977089673551,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,
1983,"SHASTA LAKE, CITY OF",5717,40.7026073583,-122.411591686,.00977089673551,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,
1984,"SHASTA LAKE, CITY OF",5717,40.7026073583,-122.411591686,.00977089673551,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,
1985,"SHASTA LAKE, CITY OF",5717,40.7026073583,-122.411591686,.00977089673551,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,
1986,"SHASTA LAKE, CITY OF",5717,40.7026073583,-122.411591686,.00977089673551,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,
1987,"SHASTA LAKE, CITY OF",5717,40.7026073583,-122.411591686,.00977089673551,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,
1988,"SHASTA LAKE, CITY OF",5717,40.7026073583,-122.411591686,.00977089673551,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,
1989,"SHASTA LAKE, CITY OF",5717,40.7026073583,-122.411591686,.00977089673551,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,
1990,"SHASTA LAKE, CITY OF",5717,40.7026073583,-122.411591686,.00977089673551,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,
1991,"SHASTA LAKE, CITY OF",5717,40.7026073583,-122.411591686,.00977089673551,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,
1992,"SHASTA LAKE, CITY OF",5717,40.7026073583,-122.411591686,.00977089673551,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,
1993,"SHASTA LAKE, CITY OF",5717,40.7026073583,-122.411591686,.00977089673551,0,0,0,0,0,0,0,4400,1818,2582,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4400,1818,2582,1,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,
1994,"SHASTA LAKE, CITY OF",5717,40.7026073583,-122.411591686,.00977089673551,0,0,0,0,0,0,0,4400,1818,2582,.58472729,.34999999,.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4400,1818,2582,.58472729,.34999999,.75,0,0,0,0,0,0,0,0,0,,,,,,,,
1995,"SHASTA LAKE, CITY OF",5717,40.7026073583,-122.411591686,.00977089673551,0,0,0,0,0,0,0,4400,1818,2582,.97065908,1,.94999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4400,1818,2582,.97065908,1,.94999999,0,0,0,0,0,0,0,0,0,,,,,,,,
1996,"SHASTA LAKE, CITY OF",5717,40.7026073583,-122.411591686,.00977089673551,0,0,0,0,0,0,0,4400,1818,2582,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4400,1818,2582,1,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,
1997,"SHASTA LAKE, CITY OF",5717,40.7026073583,-122.411591686,.00977089673551,0,0,0,0,0,0,0,4400,1818,2582,.9293409,.89999998,.94999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4400,1818,2582,.9293409,.89999998,.94999999,0,0,0,0,0,0,0,0,0,,,,,,,,
1998,"SHASTA LAKE, CITY OF",5717,40.7026073583,-122.411591686,.00977089673551,0,0,0,0,0,0,0,4400,1818,2582,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4400,1818,2582,1,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,
1999,"SHASTA LAKE, CITY OF",5717,40.7026073583,-122.411591686,.00977089673551,0,0,0,0,0,0,0,4400,1818,2582,.97065908,1,.94999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4400,1818,2582,.97065908,1,.94999999,0,0,0,0,0,0,0,0,0,,,,,,,,
2000,"SHASTA LAKE, CITY OF",5717,40.7026073583,-122.411591686,.00977089673551,0,0,0,0,0,0,0,4400,1818,2582,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4400,1818,2582,1,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,
2001,"SHASTA LAKE, CITY OF",5717,40.7026073583,-122.411591686,.00977089673551,0,0,0,0,0,0,0,4400,1818,2582,.74670452,.60000002,.84999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4400,1818,2582,.74670452,.60000002,.84999996,0,0,0,0,0,0,0,0,0,,,,,,,,
2002,"SHASTA LAKE, CITY OF",5717,40.7026073583,-122.411591686,.00977089673551,0,0,0,0,0,0,0,4400,1818,2582,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4400,1818,2582,1,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,
2003,"SHASTA LAKE, CITY OF",5717,40.7026073583,-122.411591686,.00977089673551,0,0,0,0,0,0,0,4400,1818,2582,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4400,1818,2582,1,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,
