year,std_name,user_id,huc8,vol_deliv_cy,vol_deliv_wy,vol_maximum,swp_deliveries,swp_maxvol,swp_basemax,cvp_deliveries_cy,cvp_deliveries_wy,cvp_maxvol,loco_maxvol,loco_deliveries,rights_avgdivert,vol_deliv_cy_ag,vol_deliv_cy_mi,vol_deliv_wy_ag,vol_deliv_wy_mi,vol_maximum_ag,vol_maximum_mi,pct_allocation,pct_allocation_ag,pct_allocation_mi,swp_deliveries_ag,swp_deliveries_mi,swp_maxvol_ag,swp_maxvol_mi,swp_basemax_ag,swp_basemax_mi,swp_pctallo_ag,swp_pctallo_mi,cvp_deliveries_cy_ag,cvp_deliveries_cy_mi,cvp_deliveries_wy_ag,cvp_deliveries_wy_mi,cvp_maxvol_ag,cvp_maxvol_mi,cvp_pctallo,cvp_pctallo_ag,cvp_pctallo_mi,loco_maxvol_ag,loco_maxvol_mi,loco_deliveries_ag,loco_deliveries_mi,rights_avgdivert_ag,rights_avgdivert_mi,rights_pod_latitude,rights_pod_longitude,rights_min_year,rights_max_year,rights_mean_year,rights_med_year,rights_diversion_ag,rights_diversion_mi,user_centroid_lon,user_centroid_lat,user_area,huc8_area,huc8_pctcrop
2012,TAHOE PARK W.C.,6730,16050101,50.082573,50.082573,50.082573,0,0,0,0,0,0,0,0,50.082573,,50.082573,,50.082573,,50.082573,1,,1,,0,,0,,0,0,0,,0,,0,,0,0,0,0,,0,,0,,50.082573,39.15379,-120.14388,1908,1984,1944.6766,1908,,,-120.151481619,39.1444150879,.7285286404869999,1259.92433042,.0000103148499999
2012,TAHOE PARK W.C.,6730,16050102,.21742788,.21742788,.21742788,0,0,0,0,0,0,0,0,.21742788,,.21742788,,.21742788,,.21742788,1,,1,,0,,0,,0,0,0,,0,,0,,0,0,0,0,,0,,0,,.21742788,39.15379,-120.14388,1908,1984,1944.6766,1908,,,-120.151481619,39.1444150879,.7285286404869999,1268.04516819,.00009961312
2013,TAHOE PARK W.C.,6730,16050101,50.082573,50.082573,50.082573,0,0,0,0,0,0,0,0,50.082573,,50.082573,,50.082573,,50.082573,1,,1,,0,,0,,0,0,0,,0,,0,,0,0,0,0,,0,,0,,50.082573,39.15379,-120.14388,1908,1984,1944.6766,1908,,,-120.151481619,39.1444150879,.7285286404869999,1259.92433042,.0000103148499999
2013,TAHOE PARK W.C.,6730,16050102,.21742788,.21742788,.21742788,0,0,0,0,0,0,0,0,.21742788,,.21742788,,.21742788,,.21742788,1,,1,,0,,0,,0,0,0,,0,,0,,0,0,0,0,,0,,0,,.21742788,39.15379,-120.14388,1908,1984,1944.6766,1908,,,-120.151481619,39.1444150879,.7285286404869999,1268.04516819,.00009961312
2014,TAHOE PARK W.C.,6730,16050101,50.082573,50.082573,50.082573,0,0,0,0,0,0,0,0,50.082573,,50.082573,,50.082573,,50.082573,1,,1,,0,,0,,0,0,0,,0,,0,,0,0,0,0,,0,,0,,50.082573,39.15379,-120.14388,1908,1984,1944.6766,1908,,,-120.151481619,39.1444150879,.7285286404869999,1259.92433042,.0000103148499999
2014,TAHOE PARK W.C.,6730,16050102,.21742788,.21742788,.21742788,0,0,0,0,0,0,0,0,.21742788,,.21742788,,.21742788,,.21742788,1,,1,,0,,0,,0,0,0,,0,,0,,0,0,0,0,,0,,0,,.21742788,39.15379,-120.14388,1908,1984,1944.6766,1908,,,-120.151481619,39.1444150879,.7285286404869999,1268.04516819,.00009961312
2015,TAHOE PARK W.C.,6730,16050101,50.082573,50.082573,50.082573,0,0,0,0,0,0,0,0,50.082573,,50.082573,,50.082573,,50.082573,1,,1,,0,,0,,0,0,0,,0,,0,,0,0,0,0,,0,,0,,50.082573,39.15379,-120.14388,1908,1984,1944.6766,1908,,,-120.151481619,39.1444150879,.7285286404869999,1259.92433042,.0000103148499999
2015,TAHOE PARK W.C.,6730,16050102,.21742788,.21742788,.21742788,0,0,0,0,0,0,0,0,.21742788,,.21742788,,.21742788,,.21742788,1,,1,,0,,0,,0,0,0,,0,,0,,0,0,0,0,,0,,0,,.21742788,39.15379,-120.14388,1908,1984,1944.6766,1908,,,-120.151481619,39.1444150879,.7285286404869999,1268.04516819,.00009961312
2016,TAHOE PARK W.C.,6730,16050101,50.082573,50.082573,50.082573,0,0,0,0,0,0,0,0,50.082573,,50.082573,,50.082573,,50.082573,1,,1,,0,,0,,0,0,0,,0,,0,,0,0,0,0,,0,,0,,50.082573,39.15379,-120.14388,1908,1984,1944.6766,1908,,,-120.151481619,39.1444150879,.7285286404869999,1259.92433042,.0000103148499999
2016,TAHOE PARK W.C.,6730,16050102,.21742788,.21742788,.21742788,0,0,0,0,0,0,0,0,.21742788,,.21742788,,.21742788,,.21742788,1,,1,,0,,0,,0,0,0,,0,,0,,0,0,0,0,,0,,0,,.21742788,39.15379,-120.14388,1908,1984,1944.6766,1908,,,-120.151481619,39.1444150879,.7285286404869999,1268.04516819,.00009961312
2017,TAHOE PARK W.C.,6730,16050101,50.082573,50.082573,50.082573,0,0,0,0,0,0,0,0,50.082573,,50.082573,,50.082573,,50.082573,1,,1,,0,,0,,0,0,0,,0,,0,,0,0,0,0,,0,,0,,50.082573,39.15379,-120.14388,1908,1984,1944.6766,1908,,,-120.151481619,39.1444150879,.7285286404869999,1259.92433042,.0000103148499999
2017,TAHOE PARK W.C.,6730,16050102,.21742788,.21742788,.21742788,0,0,0,0,0,0,0,0,.21742788,,.21742788,,.21742788,,.21742788,1,,1,,0,,0,,0,0,0,,0,,0,,0,0,0,0,,0,,0,,.21742788,39.15379,-120.14388,1908,1984,1944.6766,1908,,,-120.151481619,39.1444150879,.7285286404869999,1268.04516819,.00009961312
2018,TAHOE PARK W.C.,6730,16050101,50.082573,50.082573,50.082573,0,0,0,0,0,0,0,0,50.082573,,50.082573,,50.082573,,50.082573,1,,1,,0,,0,,0,0,0,,0,,0,,0,0,0,0,,0,,0,,50.082573,39.15379,-120.14388,1908,1984,1944.6766,1908,,,-120.151481619,39.1444150879,.7285286404869999,1259.92433042,.0000103148499999
2018,TAHOE PARK W.C.,6730,16050102,.21742788,.21742788,.21742788,0,0,0,0,0,0,0,0,.21742788,,.21742788,,.21742788,,.21742788,1,,1,,0,,0,,0,0,0,,0,,0,,0,0,0,0,,0,,0,,.21742788,39.15379,-120.14388,1908,1984,1944.6766,1908,,,-120.151481619,39.1444150879,.7285286404869999,1268.04516819,.00009961312
2019,TAHOE PARK W.C.,6730,16050101,50.082573,50.082573,50.082573,0,0,0,0,0,0,0,0,50.082573,,50.082573,,50.082573,,50.082573,1,,1,,0,,0,,0,0,0,,0,,0,,0,0,0,0,,0,,0,,50.082573,39.15379,-120.14388,1908,1984,1944.6766,1908,,,-120.151481619,39.1444150879,.7285286404869999,1259.92433042,.0000103148499999
2019,TAHOE PARK W.C.,6730,16050102,.21742788,.21742788,.21742788,0,0,0,0,0,0,0,0,.21742788,,.21742788,,.21742788,,.21742788,1,,1,,0,,0,,0,0,0,,0,,0,,0,0,0,0,,0,,0,,.21742788,39.15379,-120.14388,1908,1984,1944.6766,1908,,,-120.151481619,39.1444150879,.7285286404869999,1268.04516819,.00009961312
2020,TAHOE PARK W.C.,6730,16050101,50.082573,50.082573,50.082573,0,0,0,0,0,0,0,0,50.082573,,50.082573,,50.082573,,50.082573,1,,1,,0,,0,,0,0,0,,0,,0,,0,0,0,0,,0,,0,,50.082573,39.15379,-120.14388,1908,1984,1944.6766,1908,,,-120.151481619,39.1444150879,.7285286404869999,1259.92433042,.0000103148499999
2020,TAHOE PARK W.C.,6730,16050102,.21742788,.21742788,.21742788,0,0,0,0,0,0,0,0,.21742788,,.21742788,,.21742788,,.21742788,1,,1,,0,,0,,0,0,0,,0,,0,,0,0,0,0,,0,,0,,.21742788,39.15379,-120.14388,1908,1984,1944.6766,1908,,,-120.151481619,39.1444150879,.7285286404869999,1268.04516819,.00009961312
2021,TAHOE PARK W.C.,6730,16050101,50.082573,50.082573,50.082573,0,0,0,0,0,0,0,0,50.082573,,50.082573,,50.082573,,50.082573,1,,1,,0,,0,,0,0,0,,0,,0,,0,0,0,0,,0,,0,,50.082573,39.15379,-120.14388,1908,1984,1944.6766,1908,,,-120.151481619,39.1444150879,.7285286404869999,1259.92433042,.0000103148499999
2021,TAHOE PARK W.C.,6730,16050102,.21742788,.21742788,.21742788,0,0,0,0,0,0,0,0,.21742788,,.21742788,,.21742788,,.21742788,1,,1,,0,,0,,0,0,0,,0,,0,,0,0,0,0,,0,,0,,.21742788,39.15379,-120.14388,1908,1984,1944.6766,1908,,,-120.151481619,39.1444150879,.7285286404869999,1268.04516819,.00009961312
2022,TAHOE PARK W.C.,6730,16050101,50.082573,50.082573,50.082573,0,0,0,0,0,0,0,0,50.082573,,50.082573,,50.082573,,50.082573,1,,1,,0,,0,,0,0,0,,0,,0,,0,0,0,0,,0,,0,,50.082573,39.15379,-120.14388,1908,1984,1944.6766,1908,,,-120.151481619,39.1444150879,.7285286404869999,1259.92433042,.0000103148499999
2022,TAHOE PARK W.C.,6730,16050102,.21742788,.21742788,.21742788,0,0,0,0,0,0,0,0,.21742788,,.21742788,,.21742788,,.21742788,1,,1,,0,,0,,0,0,0,,0,,0,,0,0,0,0,,0,,0,,.21742788,39.15379,-120.14388,1908,1984,1944.6766,1908,,,-120.151481619,39.1444150879,.7285286404869999,1268.04516819,.00009961312
2023,TAHOE PARK W.C.,6730,16050101,50.082573,50.082573,50.082573,0,0,0,0,0,0,0,0,50.082573,,50.082573,,50.082573,,50.082573,1,,1,,0,,0,,0,0,0,,0,,0,,0,0,0,0,,0,,0,,50.082573,39.15379,-120.14388,1908,1984,1944.6766,1908,,,-120.151481619,39.1444150879,.7285286404869999,1259.92433042,.0000103148499999
2023,TAHOE PARK W.C.,6730,16050102,.21742788,.21742788,.21742788,0,0,0,0,0,0,0,0,.21742788,,.21742788,,.21742788,,.21742788,1,,1,,0,,0,,0,0,0,,0,,0,,0,0,0,0,,0,,0,,.21742788,39.15379,-120.14388,1908,1984,1944.6766,1908,,,-120.151481619,39.1444150879,.7285286404869999,1268.04516819,.00009961312
2024,TAHOE PARK W.C.,6730,16050101,50.082573,50.082573,50.082573,0,0,0,0,0,0,0,0,50.082573,,50.082573,,50.082573,,50.082573,1,,1,,0,,0,,0,0,0,,0,,0,,0,0,0,0,,0,,0,,50.082573,39.15379,-120.14388,1908,1984,1944.6766,1908,,,-120.151481619,39.1444150879,.7285286404869999,1259.92433042,.0000103148499999
2024,TAHOE PARK W.C.,6730,16050102,.21742788,.21742788,.21742788,0,0,0,0,0,0,0,0,.21742788,,.21742788,,.21742788,,.21742788,1,,1,,0,,0,,0,0,0,,0,,0,,0,0,0,0,,0,,0,,.21742788,39.15379,-120.14388,1908,1984,1944.6766,1908,,,-120.151481619,39.1444150879,.7285286404869999,1268.04516819,.00009961312
2025,TAHOE PARK W.C.,6730,16050101,,,,,,,0,0,0,0,0,50.082573,,,,,,,,,,,,,,,,,,,0,,0,,0,0,0,0,,0,,0,,50.082573,39.15379,-120.14388,1908,1984,1944.6766,1908,,,-120.151481619,39.1444150879,.7285286404869999,1259.92433042,.0000103148499999
2025,TAHOE PARK W.C.,6730,16050102,,,,,,,0,0,0,0,0,.21742788,,,,,,,,,,,,,,,,,,,0,,0,,0,0,0,0,,0,,0,,.21742788,39.15379,-120.14388,1908,1984,1944.6766,1908,,,-120.151481619,39.1444150879,.7285286404869999,1268.04516819,.00009961312
1981,"TAHOE SWISS VILLAGE UTILITIES, INC.",6682,16050101,,,,0,0,0,,,,0,0,398.89999,,,,,,,,,,,0,,0,,0,0,0,,,,,,,,,,,0,,0,,398.89999,39.101624,-120.16216,1912,1955,1933.4999,1933.5,,,-120.165758238,39.1050290085,1.27820477463,1259.92433042,.0000103148499999
1982,"TAHOE SWISS VILLAGE UTILITIES, INC.",6682,16050101,,,,0,0,0,,,,0,0,398.89999,,,,,,,,,,,0,,0,,0,0,0,,,,,,,,,,,0,,0,,398.89999,39.101624,-120.16216,1912,1955,1933.4999,1933.5,,,-120.165758238,39.1050290085,1.27820477463,1259.92433042,.0000103148499999
1983,"TAHOE SWISS VILLAGE UTILITIES, INC.",6682,16050101,,,,0,0,0,,,,0,0,398.89999,,,,,,,,,,,0,,0,,0,0,0,,,,,,,,,,,0,,0,,398.89999,39.101624,-120.16216,1912,1955,1933.4999,1933.5,,,-120.165758238,39.1050290085,1.27820477463,1259.92433042,.0000103148499999
1984,"TAHOE SWISS VILLAGE UTILITIES, INC.",6682,16050101,,,,0,0,0,,,,0,0,398.89999,,,,,,,,,,,0,,0,,0,0,0,,,,,,,,,,,0,,0,,398.89999,39.101624,-120.16216,1912,1955,1933.4999,1933.5,,,-120.165758238,39.1050290085,1.27820477463,1259.92433042,.0000103148499999
1985,"TAHOE SWISS VILLAGE UTILITIES, INC.",6682,16050101,,,,0,0,0,,,,0,0,398.89999,,,,,,,,,,,0,,0,,0,0,0,,,,,,,,,,,0,,0,,398.89999,39.101624,-120.16216,1912,1955,1933.4999,1933.5,,,-120.165758238,39.1050290085,1.27820477463,1259.92433042,.0000103148499999
1986,"TAHOE SWISS VILLAGE UTILITIES, INC.",6682,16050101,,,,0,0,0,,,,0,0,398.89999,,,,,,,,,,,0,,0,,0,0,0,,,,,,,,,,,0,,0,,398.89999,39.101624,-120.16216,1912,1955,1933.4999,1933.5,,,-120.165758238,39.1050290085,1.27820477463,1259.92433042,.0000103148499999
1987,"TAHOE SWISS VILLAGE UTILITIES, INC.",6682,16050101,,,,0,0,0,,,,0,0,398.89999,,,,,,,,,,,0,,0,,0,0,0,,,,,,,,,,,0,,0,,398.89999,39.101624,-120.16216,1912,1955,1933.4999,1933.5,,,-120.165758238,39.1050290085,1.27820477463,1259.92433042,.0000103148499999
1988,"TAHOE SWISS VILLAGE UTILITIES, INC.",6682,16050101,,,,0,0,0,,,,0,0,398.89999,,,,,,,,,,,0,,0,,0,0,0,,,,,,,,,,,0,,0,,398.89999,39.101624,-120.16216,1912,1955,1933.4999,1933.5,,,-120.165758238,39.1050290085,1.27820477463,1259.92433042,.0000103148499999
1989,"TAHOE SWISS VILLAGE UTILITIES, INC.",6682,16050101,,,,0,0,0,,,,0,0,398.89999,,,,,,,,,,,0,,0,,0,0,0,,,,,,,,,,,0,,0,,398.89999,39.101624,-120.16216,1912,1955,1933.4999,1933.5,,,-120.165758238,39.1050290085,1.27820477463,1259.92433042,.0000103148499999
1990,"TAHOE SWISS VILLAGE UTILITIES, INC.",6682,16050101,,,,0,0,0,,,,0,0,398.89999,,,,,,,,,,,0,,0,,0,0,0,,,,,,,,,,,0,,0,,398.89999,39.101624,-120.16216,1912,1955,1933.4999,1933.5,,,-120.165758238,39.1050290085,1.27820477463,1259.92433042,.0000103148499999
1991,"TAHOE SWISS VILLAGE UTILITIES, INC.",6682,16050101,,,,0,0,0,,,,0,0,398.89999,,,,,,,,,,,0,,0,,0,0,0,,,,,,,,,,,0,,0,,398.89999,39.101624,-120.16216,1912,1955,1933.4999,1933.5,,,-120.165758238,39.1050290085,1.27820477463,1259.92433042,.0000103148499999
1992,"TAHOE SWISS VILLAGE UTILITIES, INC.",6682,16050101,,,,0,0,0,,,,0,0,398.89999,,,,,,,,,,,0,,0,,0,0,0,,,,,,,,,,,0,,0,,398.89999,39.101624,-120.16216,1912,1955,1933.4999,1933.5,,,-120.165758238,39.1050290085,1.27820477463,1259.92433042,.0000103148499999
1993,"TAHOE SWISS VILLAGE UTILITIES, INC.",6682,16050101,398.89999,398.89999,398.89999,0,0,0,0,0,0,0,0,398.89999,,398.89999,,398.89999,,398.89999,1,,1,,0,,0,,0,0,0,,0,,0,,0,0,0,0,,0,,0,,398.89999,39.101624,-120.16216,1912,1955,1933.4999,1933.5,,,-120.165758238,39.1050290085,1.27820477463,1259.92433042,.0000103148499999
1994,"TAHOE SWISS VILLAGE UTILITIES, INC.",6682,16050101,398.89999,398.89999,398.89999,0,0,0,0,0,0,0,0,398.89999,,398.89999,,398.89999,,398.89999,1,,1,,0,,0,,0,0,0,,0,,0,,0,0,0,0,,0,,0,,398.89999,39.101624,-120.16216,1912,1955,1933.4999,1933.5,,,-120.165758238,39.1050290085,1.27820477463,1259.92433042,.0000103148499999
1995,"TAHOE SWISS VILLAGE UTILITIES, INC.",6682,16050101,398.89999,398.89999,398.89999,0,0,0,0,0,0,0,0,398.89999,,398.89999,,398.89999,,398.89999,1,,1,,0,,0,,0,0,0,,0,,0,,0,0,0,0,,0,,0,,398.89999,39.101624,-120.16216,1912,1955,1933.4999,1933.5,,,-120.165758238,39.1050290085,1.27820477463,1259.92433042,.0000103148499999
1996,"TAHOE SWISS VILLAGE UTILITIES, INC.",6682,16050101,398.89999,398.89999,398.89999,0,0,0,0,0,0,0,0,398.89999,,398.89999,,398.89999,,398.89999,1,,1,,0,,0,,0,0,0,,0,,0,,0,0,0,0,,0,,0,,398.89999,39.101624,-120.16216,1912,1955,1933.4999,1933.5,,,-120.165758238,39.1050290085,1.27820477463,1259.92433042,.0000103148499999
1997,"TAHOE SWISS VILLAGE UTILITIES, INC.",6682,16050101,398.89999,398.89999,398.89999,0,0,0,0,0,0,0,0,398.89999,,398.89999,,398.89999,,398.89999,1,,1,,0,,0,,0,0,0,,0,,0,,0,0,0,0,,0,,0,,398.89999,39.101624,-120.16216,1912,1955,1933.4999,1933.5,,,-120.165758238,39.1050290085,1.27820477463,1259.92433042,.0000103148499999
1998,"TAHOE SWISS VILLAGE UTILITIES, INC.",6682,16050101,398.89999,398.89999,398.89999,0,0,0,0,0,0,0,0,398.89999,,398.89999,,398.89999,,398.89999,1,,1,,0,,0,,0,0,0,,0,,0,,0,0,0,0,,0,,0,,398.89999,39.101624,-120.16216,1912,1955,1933.4999,1933.5,,,-120.165758238,39.1050290085,1.27820477463,1259.92433042,.0000103148499999
1999,"TAHOE SWISS VILLAGE UTILITIES, INC.",6682,16050101,398.89999,398.89999,398.89999,0,0,0,0,0,0,0,0,398.89999,,398.89999,,398.89999,,398.89999,1,,1,,0,,0,,0,0,0,,0,,0,,0,0,0,0,,0,,0,,398.89999,39.101624,-120.16216,1912,1955,1933.4999,1933.5,,,-120.165758238,39.1050290085,1.27820477463,1259.92433042,.0000103148499999
2000,"TAHOE SWISS VILLAGE UTILITIES, INC.",6682,16050101,398.89999,398.89999,398.89999,0,0,0,0,0,0,0,0,398.89999,,398.89999,,398.89999,,398.89999,1,,1,,0,,0,,0,0,0,,0,,0,,0,0,0,0,,0,,0,,398.89999,39.101624,-120.16216,1912,1955,1933.4999,1933.5,,,-120.165758238,39.1050290085,1.27820477463,1259.92433042,.0000103148499999
2001,"TAHOE SWISS VILLAGE UTILITIES, INC.",6682,16050101,398.89999,398.89999,398.89999,0,0,0,0,0,0,0,0,398.89999,,398.89999,,398.89999,,398.89999,1,,1,,0,,0,,0,0,0,,0,,0,,0,0,0,0,,0,,0,,398.89999,39.101624,-120.16216,1912,1955,1933.4999,1933.5,,,-120.165758238,39.1050290085,1.27820477463,1259.92433042,.0000103148499999
2002,"TAHOE SWISS VILLAGE UTILITIES, INC.",6682,16050101,398.89999,398.89999,398.89999,0,0,0,0,0,0,0,0,398.89999,,398.89999,,398.89999,,398.89999,1,,1,,0,,0,,0,0,0,,0,,0,,0,0,0,0,,0,,0,,398.89999,39.101624,-120.16216,1912,1955,1933.4999,1933.5,,,-120.165758238,39.1050290085,1.27820477463,1259.92433042,.0000103148499999
2003,"TAHOE SWISS VILLAGE UTILITIES, INC.",6682,16050101,398.89999,398.89999,398.89999,0,0,0,0,0,0,0,0,398.89999,,398.89999,,398.89999,,398.89999,1,,1,,0,,0,,0,0,0,,0,,0,,0,0,0,0,,0,,0,,398.89999,39.101624,-120.16216,1912,1955,1933.4999,1933.5,,,-120.165758238,39.1050290085,1.27820477463,1259.92433042,.0000103148499999
2004,"TAHOE SWISS VILLAGE UTILITIES, INC.",6682,16050101,398.89999,398.89999,398.89999,0,0,0,0,0,0,0,0,398.89999,,398.89999,,398.89999,,398.89999,1,,1,,0,,0,,0,0,0,,0,,0,,0,0,0,0,,0,,0,,398.89999,39.101624,-120.16216,1912,1955,1933.4999,1933.5,,,-120.165758238,39.1050290085,1.27820477463,1259.92433042,.0000103148499999
2005,"TAHOE SWISS VILLAGE UTILITIES, INC.",6682,16050101,398.89999,398.89999,398.89999,0,0,0,0,0,0,0,0,398.89999,,398.89999,,398.89999,,398.89999,1,,1,,0,,0,,0,0,0,,0,,0,,0,0,0,0,,0,,0,,398.89999,39.101624,-120.16216,1912,1955,1933.4999,1933.5,,,-120.165758238,39.1050290085,1.27820477463,1259.92433042,.0000103148499999
2006,"TAHOE SWISS VILLAGE UTILITIES, INC.",6682,16050101,398.89999,398.89999,398.89999,0,0,0,0,0,0,0,0,398.89999,,398.89999,,398.89999,,398.89999,1,,1,,0,,0,,0,0,0,,0,,0,,0,0,0,0,,0,,0,,398.89999,39.101624,-120.16216,1912,1955,1933.4999,1933.5,,,-120.165758238,39.1050290085,1.27820477463,1259.92433042,.0000103148499999
2007,"TAHOE SWISS VILLAGE UTILITIES, INC.",6682,16050101,398.89999,398.89999,398.89999,0,0,0,0,0,0,0,0,398.89999,,398.89999,,398.89999,,398.89999,1,,1,,0,,0,,0,0,0,,0,,0,,0,0,0,0,,0,,0,,398.89999,39.101624,-120.16216,1912,1955,1933.4999,1933.5,,,-120.165758238,39.1050290085,1.27820477463,1259.92433042,.0000103148499999
2008,"TAHOE SWISS VILLAGE UTILITIES, INC.",6682,16050101,398.89999,398.89999,398.89999,0,0,0,0,0,0,0,0,398.89999,,398.89999,,398.89999,,398.89999,1,,1,,0,,0,,0,0,0,,0,,0,,0,0,0,0,,0,,0,,398.89999,39.101624,-120.16216,1912,1955,1933.4999,1933.5,,,-120.165758238,39.1050290085,1.27820477463,1259.92433042,.0000103148499999
2009,"TAHOE SWISS VILLAGE UTILITIES, INC.",6682,16050101,398.89999,398.89999,398.89999,0,0,0,0,0,0,0,0,398.89999,,398.89999,,398.89999,,398.89999,1,,1,,0,,0,,0,0,0,,0,,0,,0,0,0,0,,0,,0,,398.89999,39.101624,-120.16216,1912,1955,1933.4999,1933.5,,,-120.165758238,39.1050290085,1.27820477463,1259.92433042,.0000103148499999
2010,"TAHOE SWISS VILLAGE UTILITIES, INC.",6682,16050101,398.89999,398.89999,398.89999,0,0,0,0,0,0,0,0,398.89999,,398.89999,,398.89999,,398.89999,1,,1,,0,,0,,0,0,0,,0,,0,,0,0,0,0,,0,,0,,398.89999,39.101624,-120.16216,1912,1955,1933.4999,1933.5,,,-120.165758238,39.1050290085,1.27820477463,1259.92433042,.0000103148499999
2011,"TAHOE SWISS VILLAGE UTILITIES, INC.",6682,16050101,398.89999,398.89999,398.89999,0,0,0,0,0,0,0,0,398.89999,,398.89999,,398.89999,,398.89999,1,,1,,0,,0,,0,0,0,,0,,0,,0,0,0,0,,0,,0,,398.89999,39.101624,-120.16216,1912,1955,1933.4999,1933.5,,,-120.165758238,39.1050290085,1.27820477463,1259.92433042,.0000103148499999
2012,"TAHOE SWISS VILLAGE UTILITIES, INC.",6682,16050101,398.89999,398.89999,398.89999,0,0,0,0,0,0,0,0,398.89999,,398.89999,,398.89999,,398.89999,1,,1,,0,,0,,0,0,0,,0,,0,,0,0,0,0,,0,,0,,398.89999,39.101624,-120.16216,1912,1955,1933.4999,1933.5,,,-120.165758238,39.1050290085,1.27820477463,1259.92433042,.0000103148499999
2013,"TAHOE SWISS VILLAGE UTILITIES, INC.",6682,16050101,398.89999,398.89999,398.89999,0,0,0,0,0,0,0,0,398.89999,,398.89999,,398.89999,,398.89999,1,,1,,0,,0,,0,0,0,,0,,0,,0,0,0,0,,0,,0,,398.89999,39.101624,-120.16216,1912,1955,1933.4999,1933.5,,,-120.165758238,39.1050290085,1.27820477463,1259.92433042,.0000103148499999
2014,"TAHOE SWISS VILLAGE UTILITIES, INC.",6682,16050101,398.89999,398.89999,398.89999,0,0,0,0,0,0,0,0,398.89999,,398.89999,,398.89999,,398.89999,1,,1,,0,,0,,0,0,0,,0,,0,,0,0,0,0,,0,,0,,398.89999,39.101624,-120.16216,1912,1955,1933.4999,1933.5,,,-120.165758238,39.1050290085,1.27820477463,1259.92433042,.0000103148499999
2015,"TAHOE SWISS VILLAGE UTILITIES, INC.",6682,16050101,398.89999,398.89999,398.89999,0,0,0,0,0,0,0,0,398.89999,,398.89999,,398.89999,,398.89999,1,,1,,0,,0,,0,0,0,,0,,0,,0,0,0,0,,0,,0,,398.89999,39.101624,-120.16216,1912,1955,1933.4999,1933.5,,,-120.165758238,39.1050290085,1.27820477463,1259.92433042,.0000103148499999
2016,"TAHOE SWISS VILLAGE UTILITIES, INC.",6682,16050101,398.89999,398.89999,398.89999,0,0,0,0,0,0,0,0,398.89999,,398.89999,,398.89999,,398.89999,1,,1,,0,,0,,0,0,0,,0,,0,,0,0,0,0,,0,,0,,398.89999,39.101624,-120.16216,1912,1955,1933.4999,1933.5,,,-120.165758238,39.1050290085,1.27820477463,1259.92433042,.0000103148499999
2017,"TAHOE SWISS VILLAGE UTILITIES, INC.",6682,16050101,398.89999,398.89999,398.89999,0,0,0,0,0,0,0,0,398.89999,,398.89999,,398.89999,,398.89999,1,,1,,0,,0,,0,0,0,,0,,0,,0,0,0,0,,0,,0,,398.89999,39.101624,-120.16216,1912,1955,1933.4999,1933.5,,,-120.165758238,39.1050290085,1.27820477463,1259.92433042,.0000103148499999
2018,"TAHOE SWISS VILLAGE UTILITIES, INC.",6682,16050101,398.89999,398.89999,398.89999,0,0,0,0,0,0,0,0,398.89999,,398.89999,,398.89999,,398.89999,1,,1,,0,,0,,0,0,0,,0,,0,,0,0,0,0,,0,,0,,398.89999,39.101624,-120.16216,1912,1955,1933.4999,1933.5,,,-120.165758238,39.1050290085,1.27820477463,1259.92433042,.0000103148499999
2019,"TAHOE SWISS VILLAGE UTILITIES, INC.",6682,16050101,398.89999,398.89999,398.89999,0,0,0,0,0,0,0,0,398.89999,,398.89999,,398.89999,,398.89999,1,,1,,0,,0,,0,0,0,,0,,0,,0,0,0,0,,0,,0,,398.89999,39.101624,-120.16216,1912,1955,1933.4999,1933.5,,,-120.165758238,39.1050290085,1.27820477463,1259.92433042,.0000103148499999
2020,"TAHOE SWISS VILLAGE UTILITIES, INC.",6682,16050101,398.89999,398.89999,398.89999,0,0,0,0,0,0,0,0,398.89999,,398.89999,,398.89999,,398.89999,1,,1,,0,,0,,0,0,0,,0,,0,,0,0,0,0,,0,,0,,398.89999,39.101624,-120.16216,1912,1955,1933.4999,1933.5,,,-120.165758238,39.1050290085,1.27820477463,1259.92433042,.0000103148499999
2021,"TAHOE SWISS VILLAGE UTILITIES, INC.",6682,16050101,398.89999,398.89999,398.89999,0,0,0,0,0,0,0,0,398.89999,,398.89999,,398.89999,,398.89999,1,,1,,0,,0,,0,0,0,,0,,0,,0,0,0,0,,0,,0,,398.89999,39.101624,-120.16216,1912,1955,1933.4999,1933.5,,,-120.165758238,39.1050290085,1.27820477463,1259.92433042,.0000103148499999
2022,"TAHOE SWISS VILLAGE UTILITIES, INC.",6682,16050101,398.89999,398.89999,398.89999,0,0,0,0,0,0,0,0,398.89999,,398.89999,,398.89999,,398.89999,1,,1,,0,,0,,0,0,0,,0,,0,,0,0,0,0,,0,,0,,398.89999,39.101624,-120.16216,1912,1955,1933.4999,1933.5,,,-120.165758238,39.1050290085,1.27820477463,1259.92433042,.0000103148499999
